INSTNM,STABBR,ACCREDAGENCY,MAIN,PREDDEG,CONTROL,LOCALE,CCUGPROF,CCSIZSET,PCTFLOAN,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,LO_INC_RPY_1YR_RT,MD_INC_RPY_1YR_RT,HI_INC_RPY_1YR_RT,MD_EARN_WNE_P6,COUNT_NWNE_P6,COUNT_WNE_P6
Eastern Mennonite University,VA,Southern Association of Colleges and Schools Commission on Colleges,1,3,2,13,13,11,0.6002,,,,,,0.596899,0.711790,0.808824,34400.00,,
Eastern Shore Community College,VA,Southern Association of Colleges and Schools Commission on Colleges,1,1,1,43,1,1,0.0000,4013,4953,6295,,,,,,20300.00,53,305
Ferrum College,VA,Southern Association of Colleges and Schools Commission on Colleges,1,3,2,42,10,11,0.8364,,,,,,0.246377,0.432642,0.616541,25900.00,59,769
George Mason University,VA,Southern Association of Colleges and Schools Commission on Colleges,1,3,1,21,15,16,0.4428,15428,16514,19627,22604,24877,0.620932,0.684260,0.742554,44900.00,423,4749
Germanna Community College,VA,Southern Association of Colleges and Schools Commission on Colleges,1,1,1,41,1,3,0.0898,6353,6321,8062,11170,11341,0.201439,0.405882,0.508197,25000.00,160,801
Hampden-Sydney College,VA,Southern Association of Colleges and Schools Commission on Colleges,1,3,2,42,12,11,0.5583,,,,,,0.614035,0.778846,0.798969,39200.00,,
Hampton University,VA,Southern Association of Colleges and Schools Commission on Colleges,1,3,2,12,12,14,0.6831,,,,,,0.274744,0.357686,0.407937,33900.00,75,1385
Hollins University,VA,Southern Association of Colleges and Schools Commission on Colleges,1,3,2,22,14,8,0.7039,,,,,,0.435714,0.582677,0.628099,27200.00,27,284
J Sargeant Reynolds Community College,VA,Southern Association of Colleges and Schools Commission on Colleges,1,2,1,21,1,3,0.1296,5273,5525,7624,10021,11105,0.157917,0.328767,0.454118,24800.00,366,2363
James Madison University,VA,Southern Association of Colleges and Schools Commission on Colleges,1,3,1,13,14,16,0.3756,13426,15052,18412,24050,25676,0.687500,0.761698,0.842125,44400.00,161,3701
John Tyler Community College,VA,Southern Association of Colleges and Schools Commission on Colleges,1,2,1,21,1,4,0.0882,5324,6176,7790,10732,11058,0.162842,0.360738,0.442584,27500.00,254,1690
Liberty University,VA,Southern Association of Colleges and Schools Commission on Colleges,1,3,2,13,5,15,0.5974,,,,,,0.195258,0.376827,0.593665,32100.00,1605,8709
Longwood University,VA,Southern Association of Colleges and Schools Commission on Colleges,1,3,1,33,12,14,0.5415,13907,15447,17773,22134,24390,0.578014,0.669456,0.786180,36500.00,58,1236
Lord Fairfax Community College,VA,Southern Association of Colleges and Schools Commission on Colleges,1,1,1,41,1,3,0.0646,5525,5673,7313,9433,10860,0.257627,0.434783,0.509202,25100.00,128,839
University of Lynchburg,VA,Southern Association of Colleges and Schools Commission on Colleges,1,3,2,13,12,11,0.6810,,,,,,0.408333,0.623955,0.752688,34200.00,50,778
Centra College of Nursing,VA,Accrediting Bureau of Health Education Schools,1,2,2,13,5,6,0.9470,,,,,,0.661538,,,42200.00,,
Mary Baldwin University,VA,Southern Association of Colleges and Schools Commission on Colleges,1,3,2,13,7,10,0.7033,,,,,,0.347395,0.482955,0.580311,29400.00,66,560
University of Mary Washington,VA,Southern Association of Colleges and Schools Commission on Colleges,1,3,1,22,15,14,0.4502,12505,14190,20761,25521,26308,0.556777,0.671642,0.768034,37800.00,60,925
Marymount University,VA,Southern Association of Colleges and Schools Commission on Colleges,1,3,2,12,13,10,0.5015,,,,,,0.549296,0.546547,0.657609,42700.00,70,769
Sovah School of Health Professions,VA,Accrediting Bureau of Health Education Schools,1,2,3,32,0,1,0.2727,,,,,,0.482759,,,45700.00,,
Mountain Empire Community College,VA,Southern Association of Colleges and Schools Commission on Colleges,1,1,1,32,1,2,0.0000,6092,6042,7741,7103,,,,,20100.00,285,849
American National University,VA,Distance Education Accrediting Commission,1,1,3,22,5,6,0.4318,,,,,,0.091586,,,18000.00,1147,4161
New River Community College,VA,Southern Association of Colleges and Schools Commission on Colleges,1,2,1,31,1,3,0.0971,5556,6361,8416,10682,11679,0.266667,0.449438,0.520958,25100.00,163,1171
Sentara College of Health Sciences,VA,Accrediting Bureau of Health Education Schools,1,3,2,21,5,6,0.4875,,,,,,0.681818,,,50800.00,,
Tidewater Tech-Trades,VA,Council on Occupational Education,1,1,3,12,-2,-2,0.6703,,,,,,0.111905,,,20500.00,152,418
Norfolk State University,VA,Southern Association of Colleges and Schools Commission on Colleges,1,3,1,12,11,14,0.7999,13431,14115,15110,20721,19500,0.165447,0.214416,0.279843,26200.00,156,1946
Northern Virginia Community College,VA,Southern Association of Colleges and Schools Commission on Colleges,1,2,1,21,1,5,0.1312,8258,8559,10754,13856,14521,0.312439,0.446787,0.483325,33200.00,776,5511
